DATA_MANAGE_NO,DATA_TITLE_NM,THEME_NM,LWPRT_THEME_NM,CL_NM,LWPRT_CL_NM,SBJT_NM,MIDDL_SBJT_NM,SUMRY_CN,MAIN_THUMB_URL,CNTNTS_URL,CTPRVN_NM,SIGNGU_NM,ADDR,CTLSTT_LA,CTLSTT_LO,REGIST_DE,RELATE_PRSN_NM,RELATE_STRY_NM,CORE_KWRD_CN,OPN_DE
10351,대구 약전골목의 미도다방,생활문화,우리마을이야기,자연과 지리,마을경관,대구 마을 산책,,"대구 진골목의 명소 미도다방은 ‘아름다운 도시(美都)’ 속의 다방(美都)이라는 뜻이다. ‘정 여사’로 불리는 정인숙 대표가 지인의 다방을 넘겨받아 1982년부터 30년이 넘도록 운영 중이고, 두 번의 이사 후 지금의 위치인 진골목 안쪽에 자리 잡은 것은 2013년이었다. 미도다방은 대구·경북 지역 출신의 대통령부터 정치인과 유림, 문인, 화가들이 다녀가는 명소였고, 지금도 매일 출근 도장을 찍는 단골들이 많다. 커피값 2500원, 대구 약령시의 좋은 약",https://minio.nculture.org/amsweb-opt/multimedia_assets/206/29516/22736/c/%EB%AF%B8%EB%8F%84%EB%8B%A4%EB%B0%A9%EC%9D%B4-%EC%9E%88%EB%8A%94-%EA%B3%A8%EB%AA%A9-thumb.jpg,https://ncms.nculture.org/story-of-our-hometown/story/960,대구광역시,중구,대구 중구 진골목길 14,35.8680483,128.5926911,20181116,이인선,"화가의 대표 이름이었던 1930년대 한국의 고갱, 이인성","진골목, 약차, 쌍화차, 미도다방, 정인숙 대표",20211230
10352,대구예술발전소 & 수창청춘맨숀,생활문화,우리마을이야기,자연과 지리,마을경관,대구 마을 산책,,"대구연초제조창(KT&G) 을 리모델링한 대구예술발전소와 이 연초제조장 직원의 관사였던 아파트가 수창청춘맨숀이다. 두 건물은 나란히 옆에 붙어있다. 대구예술발전소는 1949년에 짓고 1976년에 증축한 별관의 창고 건물을 리모델링하여 2013년에 문을 열었다. 수창청춘맨숀은 1976년부터 관사로 쓰이다가 1996년 연초제조장이 문을 닫으면서 20년 남짓 방치되어 있다가 2016년에 리모델링하여 문을 열었다. 전시장, 공연장, 독서당 등 다양한 공간이 들어",https://minio.nculture.org/amsweb-opt/multimedia_assets/207/29518/13328/c/%EB%8C%80%EA%B5%AC%EC%98%88%EC%88%A0%EB%B0%9C%EC%A0%84%EC%86%8C-%EB%AC%B8%ED%94%8C%EB%9D%BC%EC%9B%8C-thumb.jpg,https://ncms.nculture.org/story-of-our-hometown/story/961,대구광역시,중구,대구 중구 달성로22길 27 수창청춘맨숀,35.87538881,128.5838474,20181116,이인선,"화가의 대표 이름이었던 1930년대 한국의 고갱, 이인성","돗자리영화관, 대구, 만권당",20211230
10353,"피란시절 예술인들이 모여든 향촌동, 대구 향촌문화관",생활문화,우리마을이야기,자연과 지리,마을경관,대구 마을 산책,,"대구광역시 중구 향촌동은 오랜 시간동안 대구의 중심지였다. 조선시대에는 경상감영의 화약고가 있던 곳이고, 한국전쟁 이후에는 예술인들이 많이 모이던 ‘문화예술인의 거리’이기도 하다. 전국 각지에서 모여든 피란민 중 문인들도 있었다. 김동리, 조지훈, 박목월 등이 향촌동의 다방 한 구석에서 시를 읊었고, 변훈, 하대응, 김동진 같은 작곡가들에 의해서 명곡이 탄생했다. 이중섭이 담뱃갑에 그렸던 은지화도 향촌동에서 그려졌다. 이런 향촌동의 역사와 문화 이야기를",https://minio.nculture.org/amsweb-opt/multimedia_assets/208/29524/13329/c/향촌문화관-전시실-내부-thumb.jpg,https://ncms.nculture.org/story-of-our-hometown/story/962,대구광역시,중구,대구 중구 중앙대로 449,35.8734065,128.5941845,20181116,이인선,"화가의 대표 이름이었던 1930년대 한국의 고갱, 이인성","향토사, 향촌문화관, 대구",20211230
10354,"한국 최초의 서양화가, 고희동(高羲東)",생활문화,지역문화예술인,종교와 문화,문화예술,미술,,"고희동은 우리나라 최초의 서양화가다. 최초의 미술유학생으로 일본에 가서 서양화를 공부하고 와서 전통적인 동양화에 서양화적 수법을 절충한 경지를 개척했다. 서양화를 국내에 전수한 미술교육자이며, 우리나라 최초의 근대적 미술인 단체인 ‘서화협회’를 창립하는 등 미술행정가로서도 뛰어난 수완을 발휘했다. 대표작으로 ?부채를 든 자화상?이 있다.",https://minio.nculture.org/amsweb-opt/multimedia_assets/122/85817/93636/c/%EA%B3%A0%ED%9D%AC%EB%8F%99-%EA%B0%80%EC%98%A5-%286%29_rev-thumb.jpg,https://ncms.nculture.org/local-artist/story/1119,서울특별시,종로구,서울특별시 종로구 창덕궁길 130,37.58301648,126.9888483,20181116,이인선,"화가의 대표 이름이었던 1930년대 한국의 고갱, 이인성","자화상, 인상주의, 부채를 든 자화상, 고희동 가옥, 고희동 미술관, 미술행정가",20211230
10355,한국적 서정을 추상화에 녹여낸 화가 김환기,생활문화,지역문화예술인,종교와 문화,문화예술,미술,,"화가 김환기는 한국 추상미술의 제1세대로서, 한국적 서정성을 보편적 차원으로 승화시킨 세계적인 화가다. 김환기는 한국의 토속적인 소재를 절제된 조형언어로 양식화하였는데, 그가 즐겨 그렸던 산과 달, 새와 사슴, 항아리와 여인 들은 유년기와 청년기를 보낸 고향 안좌도의 자연과 풍속에서 길어 올린 이미지였다. 전라남도 신안군 안좌도는 김환기가 추구했던 한국적 서정성의 원형적 이미지라고 할 수 있다.",,https://ncms.nculture.org/local-artist/story/1121,전라남도,신안군,전남 신안군 안좌면 김환기길 38-1,34.75281465,126.12162,20181116,이인선,"화가의 대표 이름이었던 1930년대 한국의 고갱, 이인성","환기미술관, 김환기 고택, 항아리와 여인들, 우주, 어디서 무엇이 되어 다시 만나랴, 김향안, 추상미술, 전라남도의 문화예술인",20211230
10356,살펴본 바를 완벽히 재현한 삼청동의 화가 강희언,생활문화,지역문화예술인,종교와 문화,문화예술,미술,,"강희언은 진경산수화의 전설 겸재 정선과 이웃하여 지내며 그림을 배웠고, 18세기 조선 예원의 총수라 불리던 강세황과 교유하며 윤두서와 조영석 등 문인화가의 전통을 계승하였다. 풍속화 및 미점(米點)과 부벽준(斧劈?) 등을 혼용하여 나타낸 바위 표현, 담청색의 색감, 솔 숲의 수지법(樹枝法) 등에서 정선 화풍의 영향을 넘어 실제 자신의 눈으로 살펴본 바를 완벽히 재현했던 삼청동의 화가이다.",,https://ncms.nculture.org/local-artist/story/10,서울특별시,종로구,서울 종로구 율곡로 5,37.57609935,126.9803748,20181116,이인성,"현대의 상형문자를 그린 추상화가, 남관|한국 추상미술의 거목, 극재 정점식(克哉 鄭點植)|대구 약전골목의 미도다방","삼청동, 인왕산도, 푸른빛, 색감",20211230
10357,"한양의 풍류와 조선의 여인들을 사랑한 화가, 신윤복",생활문화,지역문화예술인,종교와 문화,문화예술,미술,,"혜원(蕙園) 신윤복은 18세기 후반 문예가 꽃피었던 조선의 다채로운 생활상을 그렸던 김홍도, 김득신과 함께 조선 시대 3대 풍속 화가로 꼽힌다. 특히 양반 남성의 풍류와 향락, 그들의 이중성에서 비롯하는 우스꽝스러운 행태며 연애와 애환 등 일상의 단면을 해학과 재치가 넘치는 방식으로 풍자하되 정교하고 세련된 도시적 감각으로 표현한 풍속도와 조선의 ‘미인도’와 ‘단오도’ 등의 대표작이 있다.",,https://ncms.nculture.org/local-artist/story/17,서울특별시,성북구,서울특별시 성북구 성북동 성북로4길 13-8,37.58971305,127.0057518,20181116,이인성,"현대의 상형문자를 그린 추상화가, 남관|한국 추상미술의 거목, 극재 정점식(克哉 鄭點植)|대구 약전골목의 미도다방","혜원, 김홍도, 미인도, 풍속도 화첩, 여속도첩, 바람의화원",20211230
10358,"조선의 화가이자 문인이며, 율곡과 매창의 어머니, 신사임당",생활문화,지역문화예술인,종교와 문화,문화예술,미술,,"신사임당은 시(詩)·서(書)·화(畵)에 모두 뛰어났던 조선의 대표적인 예술인이며, 규방의 여인들 사이에서는 그녀가 그린 풀과 벌레의 그림, 즉 초충도(草蟲圖)를 따라 그리는 유행이 생겼을 정도로 조선이 흠모한 이상적 여성이었다. 이른바 현모양처의 전형으로 우상화된 이율곡의 모친인 신사임당은 본명은 전하지 않고, 대신 성리학 전통에서 최고의 여성상인 태임의 덕을 본받는다는 뜻의 ‘사임당’이란 당호로만 알려져 있다.",https://minio.nculture.org/amsweb-opt/3ds/97/84452/84452_thumbnail.jpg,https://ncms.nculture.org/local-artist/story/21,강원특별자치도,강릉시,강원 강릉시 율곡로3139번길 24 오죽헌,37.77830977,128.8767136,20181116,이인성,"현대의 상형문자를 그린 추상화가, 남관|한국 추상미술의 거목, 극재 정점식(克哉 鄭點植)|대구 약전골목의 미도다방","오죽헌, 초충도, 매창",20211230
10359,대구의 명동 동성로에서 열리는 순수 민간 주도형 축제 '대구동성로축제',생활문화,지역축제,생활과 민속,민속,지역명소축제,,"대구 동성로축제는 사단법인 달성문화선양회가 주최하고 동성로상점가상인회에서 주관하는 순수 민간 주도형 축제이다. 대구 동성로는 대구의 명동이라 불리는 번화가로, 공공디자인을 개선하고 환경을 정비해 테마가 있는 걷고 싶은 거리로 조성했다. 공공미술, 문화, 쇼핑, 패션, 도시 디자인이 어우러진 동성로에서 매년 5월 지역 산업과 호흡하는 문화축제가 열린다.",https://minio.nculture.org/amsweb-opt/multimedia_assets/194/30248/17163/c/143_-2019-대구동성로축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/191,대구광역시,중구,대구광역시 중구 동성로2가,35.86993006,128.5956649,20181116,이인성,"현대의 상형문자를 그린 추상화가, 남관|한국 추상미술의 거목, 극재 정점식(克哉 鄭點植)|대구 약전골목의 미도다방","대구, 동성로, 축제, 대한민국대표축제대상",20211230
10360,약령시 개장행사를 축제로 승화시킨 '대구약령시 한방문화축제',생활문화,지역축제,생활과 민속,민속,지역명소축제,,"대구약령시 한방문화축제는 전통한의약문화의 진수를 국내외에 널리 알리는 대표적인 한의약 축제이다. 약령시는 각종 약재를 교환?매매하는 시장으로, 대구약령시는 1658년(효종 9) 무렵에 형성되었다. 대구 약령시가 개시 될 때는 조선8도를 비롯하여 세계 각국에서 각종 약재와 약재상이 모여들었다. 이러한 약령시 개장행사를 현대적인 축제 형식으로 승화시킨 것이 대구약령시 한방문화축제이다.",https://minio.nculture.org/amsweb-opt/multimedia_assets/54/30108/16035/c/008_제-42회-대구약령시-한방문화축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/192,대구광역시,중구,대구광역시 중구 남성로 30-1,35.86769248,128.5901642,20181116,이인성,"현대의 상형문자를 그린 추상화가, 남관|한국 추상미술의 거목, 극재 정점식(克哉 鄭點植)|대구 약전골목의 미도다방","약령시, 한방, 축제, 약전골목, 한방특구, 한의학",20211230
