DATA_MANAGE_NO,DATA_TITLE_NM,THEME_NM,LWPRT_THEME_NM,CL_NM,LWPRT_CL_NM,SBJT_NM,MIDDL_SBJT_NM,SUMRY_CN,MAIN_THUMB_URL,CNTNTS_URL,CTPRVN_NM,SIGNGU_NM,ADDR,CTLSTT_LA,CTLSTT_LO,REGIST_DE,RELATE_PRSN_NM,RELATE_STRY_NM,CORE_KWRD_CN,OPN_DE
2071,"우리 미술사 정립이라는 독립운동의 횃불, 고유섭",생활문화,지역문화예술인,종교와 문화,문화예술,미술,,"고유섭은 우리 문화에 대해 제대로 말하거나 듣거나 가르칠 수 없었던 일제강점기, 선사시대부터 조선 시대까지의 고분과 건축, 불상과 도자와 회화 등 현장답사를 다니며 그는 한국미술사 연구의 기초를 마련했다. 조선 미술사 연구와 문화예술에 대한 그의 열정적 기록과 해석은 한국미술사학 연구의 실질적인 바탕이 되었다.",,https://ncms.nculture.org/local-artist/story/15,인천광역시,중구,인천광역시 중구 용동 136,37.47339587,126.6314728,20181116,김시습,"예전의 풍취가 그리워지는, 춘천 소양정|김홍도의 그림 속에 보이는 관동 제일의 명승지, 울진 망양정|바다를 바라보며 자신을 되돌아보는, 울진 망양정|정선의 그림에 보이는 한강변의 압구정|사화의 두려움을 이기고 세워진 심곡서원|중이 되어 산에 은둔한 천재 김시습|사육신과 함께 배향된 생육신 남효온|문화로 나라를 지킨 역관 가문의 후손, 오세창|한국 최초의 한문소설 '금오신화'를 쓴 김시습|호두와 비빔밥이 어우러진 천안 광덕산 호두산채비빔밥|과거의 영광을","미술사, 독립운동, 일제강점기, 조선탑파개설",20211230
2072,"문화로 나라를 지킨 역관 가문의 후손, 오세창",생활문화,지역문화예술인,성씨와 인물,인물,미술,,"3.1운동의 민족대표 33인 중 한 분으로, 예술의 다방면에 조예가 깊은 서예가로 빼앗긴 조국을 되찾을 날을 기리며 일제의 전통문화 말살에 대한 저항과 보존에 힘써 삼국시대의 솔거부터 근대까지 1,117명의 서화가에 관한 기록을 홀로 집대성해 1928년 『근역서화징』을 편찬했다. 전서와 예서와 초서에 능했고 ‘오세창체’ 혹은 그 호를 따라 ‘위창체’라 불리는 둥그스름한 형태의 독특한 서체를 창안했다.",,https://ncms.nculture.org/local-artist/story/18,서울특별시,종로구,서울특별시 종로구 돈의동 45-1,37.57271286,126.9905229,20181116,김시습,"예전의 풍취가 그리워지는, 춘천 소양정|김홍도의 그림 속에 보이는 관동 제일의 명승지, 울진 망양정|바다를 바라보며 자신을 되돌아보는, 울진 망양정|정선의 그림에 보이는 한강변의 압구정|사화의 두려움을 이기고 세워진 심곡서원|중이 되어 산에 은둔한 천재 김시습|사육신과 함께 배향된 생육신 남효온|한국 최초의 한문소설 '금오신화'를 쓴 김시습|호두와 비빔밥이 어우러진 천안 광덕산 호두산채비빔밥|과거의 영광을 되살린 무량사 오층석탑","한성순보, 개화주의자, 오세창, 3.1운동, 민족대표 33인",20211230
2073,"남녀차별의 폐부를 공격했던 호쾌한 조선의 시인, 호연재",생활문화,지역문화예술인,종교와 문화,문화예술,문학,,"김호연재는 임진왜란 후 주자학의 논리로 사회가 재편되면서 여성 억압을 우주적 진리처럼 여기던 시대, 저속하고 비열한 남성 중심 가치관을 선명한 논리로 박살내며 여성들의 한숨을 통쾌하게 대변한 지식인 여성이다. 김호연재는 명문가 사대부 집안에서 자유로운 정신으로 성장했으나 곤고한 시집살이를 통해 실존적 삶의 모순을 통찰하며 이를 기록한 여성 시인이다.",https://minio.nculture.org/amsweb-opt/multimedia_assets/116/29806/14772/c/%EB%8C%80%EC%A0%84_%EA%B9%80%ED%98%B8%EC%97%B0%EC%9E%AC_%EB%8C%80%EC%A0%84%EC%86%8C%EB%8C%80%ED%97%8C%ED%98%B8%EC%97%B0%EC%9E%AC_20191106_120845-thumb.jpg,https://ncms.nculture.org/local-artist/story/19,대전광역시,대덕구,대전 대덕구 대전로 1348,36.3741154,127.420651,20181116,김시습,"예전의 풍취가 그리워지는, 춘천 소양정|김홍도의 그림 속에 보이는 관동 제일의 명승지, 울진 망양정|바다를 바라보며 자신을 되돌아보는, 울진 망양정|정선의 그림에 보이는 한강변의 압구정|사화의 두려움을 이기고 세워진 심곡서원|중이 되어 산에 은둔한 천재 김시습|사육신과 함께 배향된 생육신 남효온|문화로 나라를 지킨 역관 가문의 후손, 오세창|한국 최초의 한문소설 '금오신화'를 쓴 김시습|호두와 비빔밥이 어우러진 천안 광덕산 호두산채비빔밥|과거의 영광을","동춘당, 호연재 유고",20211230
2074,"'관동별곡'의 원조 시인, 제1세대 사대부, 안축",생활문화,지역문화예술인,종교와 문화,문화예술,문학,,"안축은 국문시가와 한시 창작 양면에 큰 족적을 남긴 고려 말 사대부 문인이다. 충숙왕, 충혜왕, 충목왕 재위기를 거친 1세대 사대부로서 자신의 정치적 경험과 산수자연에 대한 문학적 감수성을 국문시가인 경기체가와 한문문학인 한시에 담아냈다. 주요 작품으로는 경기체가 「관동별곡」과 「죽계별곡」, 시집 『관동와주』의 여러 한시, 특히 삼척 죽서루를 소재로 한 「삼척서루팔영」이 유명하다.",,https://ncms.nculture.org/local-artist/story/766,경상북도,영주시,경상북도 영주시 시청로 1,36.80561027,128.6239368,20181116,김시습,"예전의 풍취가 그리워지는, 춘천 소양정|김홍도의 그림 속에 보이는 관동 제일의 명승지, 울진 망양정|바다를 바라보며 자신을 되돌아보는, 울진 망양정|정선의 그림에 보이는 한강변의 압구정|사화의 두려움을 이기고 세워진 심곡서원|중이 되어 산에 은둔한 천재 김시습|사육신과 함께 배향된 생육신 남효온|문화로 나라를 지킨 역관 가문의 후손, 오세창|한국 최초의 한문소설 '금오신화'를 쓴 김시습|호두와 비빔밥이 어우러진 천안 광덕산 호두산채비빔밥|과거의 영광을","경기체, 관동별곡, 충혜왕, 팔경시, 삼척서루팔영, 관동와주",20211230
2075,"조선문학에 연극의 보물섬 지도를 선물하다, 김재철",생활문화,지역문화예술인,종교와 문화,문화예술,연극/영화,,"경성에 유학한 당대 최고 엘리트였던 김재철은 조선에 전래되는 전통 연회들의 역사적 계보를 추적하며 그 특성을 정리한 한국 최초의 연극통사 『조선연극사』를 저술했다. 삼국시대 전부터 당대에 이르기까지, 당시 경성제대의 일본인 교수들이 원시적 유물로 폄하하거나 일본으로 경유하는 부산물 정도로 치부했던 조선의 전통 연회들과 관련한 문헌들을 조사하고, 해당 유산이 지속되는 현장을 답사하면서 이들 고유의 역사와 가치를 확인한 선구적 업적이었고, 후속 연구의 지평",,https://ncms.nculture.org/local-artist/story/769,충청북도,괴산군,충청북도 괴산군 괴산읍 임꺽정로 90,36.81537697,127.7866546,20181116,김시습,"예전의 풍취가 그리워지는, 춘천 소양정|김홍도의 그림 속에 보이는 관동 제일의 명승지, 울진 망양정|바다를 바라보며 자신을 되돌아보는, 울진 망양정|정선의 그림에 보이는 한강변의 압구정|사화의 두려움을 이기고 세워진 심곡서원|중이 되어 산에 은둔한 천재 김시습|사육신과 함께 배향된 생육신 남효온|문화로 나라를 지킨 역관 가문의 후손, 오세창|한국 최초의 한문소설 '금오신화'를 쓴 김시습|호두와 비빔밥이 어우러진 천안 광덕산 호두산채비빔밥|과거의 영광을","조선어문학회, 산대가면극, 김재철, 조선연극사, 조선 전통 연회",20211230
2076,식민지 시대 서울 중산층의 모습을 그린 소설가 염상섭,생활문화,지역문화예술인,성씨와 인물,인물,문학,,"한국 최초의 자연주의 소설 「표본실의 청개구리」를 쓴 염상섭은 서울 종로구에서 출생하여 서울 성북동에서 타계한 서울의 소설가이다. 동아일보 기자 출신으로 당시 문단의 두 흐름이었던 민족주의와 사회주의 사이에서 중립적인 노선을 견지하며 작품활동을 했다. 대표작으로 『삼대』가 있으며 식민지 시대 서울 중산층의 세대 갈등을 그린 소설이다. 당대 표준어가 잘 나타나 있고, 서울의 모습이 사실적으로 재현되어 있는 작품을 많이 남겼다.",,https://ncms.nculture.org/local-artist/story/1079,서울특별시,종로구,서울 종로구 북촌로 134-3 삼청공원관리실,37.58846873,126.9840174,20181116,김시습,"예전의 풍취가 그리워지는, 춘천 소양정|김홍도의 그림 속에 보이는 관동 제일의 명승지, 울진 망양정|바다를 바라보며 자신을 되돌아보는, 울진 망양정|정선의 그림에 보이는 한강변의 압구정|사화의 두려움을 이기고 세워진 심곡서원|중이 되어 산에 은둔한 천재 김시습|사육신과 함께 배향된 생육신 남효온|문화로 나라를 지킨 역관 가문의 후손, 오세창|한국 최초의 한문소설 '금오신화'를 쓴 김시습|호두와 비빔밥이 어우러진 천안 광덕산 호두산채비빔밥|과거의 영광을","종로, 사실주의, 삼대, 자연주의",20211230
2077,한국 최초의 한문소설 '금오신화'를 쓴 김시습,생활문화,지역문화예술인,성씨와 인물,인물,문학,,"매월당 김시습은 어린 시절부터 천재로 이름이 높았고, 수양대군이 단종을 내몰고 왕위에 오르자 분노하여 승려가 되어 전국을 방랑했기에 생육신으로 불린다. 그리고 경주 남산에 금오산실을 짓고 한국 최초의 한문소설 『금오신화(金鰲新話)』를 썼다. 그 외에도『산거백영』, 『십현담요해(十玄談要解)』, 『묘법연화경별찬(妙法蓮華經別讚)』 등을 지었고, 유고로 『매월당집(梅月堂集)』이 전한다. 그의 본관인 강원도 강릉의 경포도립공원 내에 매월당김시습기념관이 있다.",,https://ncms.nculture.org/local-artist/story/1080,강원특별자치도,강릉시,강원 강릉시 운정길 85 김시습기념관,37.78628311,128.8875942,20181116,김시습,"예전의 풍취가 그리워지는, 춘천 소양정|김홍도의 그림 속에 보이는 관동 제일의 명승지, 울진 망양정|바다를 바라보며 자신을 되돌아보는, 울진 망양정|정선의 그림에 보이는 한강변의 압구정|사화의 두려움을 이기고 세워진 심곡서원|중이 되어 산에 은둔한 천재 김시습|사육신과 함께 배향된 생육신 남효온|문화로 나라를 지킨 역관 가문의 후손, 오세창|호두와 비빔밥이 어우러진 천안 광덕산 호두산채비빔밥|과거의 영광을 되살린 무량사 오층석탑","강릉, 불교, 금오신화, 유교, 매월당",20211230
2078,"송강 가사문학의 산실, 전라남도 담양군",생활문화,지역문화예술인,종교와 문화,문화예술,문학,,"송강 정철(松江 鄭澈, 1536~1593)은 고산 윤선도와 함께 조선시대 최고의 시성(詩聖)으로 손꼽히는 인물이다. 송강이 남긴 ?사미인곡?, ?속미인곡?, ?성산별곡?, ?관동별곡?은 가사 문학의 최고봉으로 평가받는다. 한편 정치가로서 송강 정철은 강직하고 냉혹한 성향 때문에 출세와 탄핵, 귀양과 복귀 등 정치적 부침이 잦았다. 그런 탓에 송강 정철의 파란만장한 삶의 자취가 여러 지역에 남아 있고, 그 자취마다 그를 기리는 문화적 기념물이 풍성하다.",https://minio.nculture.org/amsweb-opt/multimedia_assets/105/29793/14641/c/%EA%B3%A0%EC%96%91_%EC%A0%95%EC%B2%A0_%EC%86%A1%EA%B0%95%EB%AC%B8%ED%95%99%EA%B4%80_%ED%8F%90%EC%87%84%EB%90%A8_20191111_130107-thumb.jpg,https://ncms.nculture.org/local-artist/story/1116,전라남도,담양군,전남 담양군 가사문학면 지곡리 산76-1,35.18898397,126.9990338,20181116,김시습,"예전의 풍취가 그리워지는, 춘천 소양정|김홍도의 그림 속에 보이는 관동 제일의 명승지, 울진 망양정|바다를 바라보며 자신을 되돌아보는, 울진 망양정|정선의 그림에 보이는 한강변의 압구정|사화의 두려움을 이기고 세워진 심곡서원|중이 되어 산에 은둔한 천재 김시습|사육신과 함께 배향된 생육신 남효온|문화로 나라를 지킨 역관 가문의 후손, 오세창|한국 최초의 한문소설 '금오신화'를 쓴 김시습|호두와 비빔밥이 어우러진 천안 광덕산 호두산채비빔밥|과거의 영광을","송강 정철, 성산별곡, 식영정, 송강정, 환벽당, 송강마을, 송강정철신도비",20211230
2079,"제주가 낳은 한국 서예의 큰 별, 소암 현중화(素菴 玄中和)",생활문화,지역문화예술인,성씨와 인물,인물,미술,,"제주도에서 태어난 한국의 서예가다. 일본 유학파 출신으로 쓰지모토 시유우에게 사사해 육조체를 전수받았다. 일본에서 서예의 대가로 명성을 얻었지만, 고향인 제주도로 돌아와 오직 서도에만 정진했다. 삶과 예술의 일치를 몸소 실천하며 후학들의 본보기가 되었다.",,https://ncms.nculture.org/local-artist/story/4583,제주특별자치도,서귀포시,제주특별자치도 서귀포시 동홍동 453-1,33.25150125,126.5669979,20181116,김시습,"예전의 풍취가 그리워지는, 춘천 소양정|김홍도의 그림 속에 보이는 관동 제일의 명승지, 울진 망양정|바다를 바라보며 자신을 되돌아보는, 울진 망양정|정선의 그림에 보이는 한강변의 압구정|사화의 두려움을 이기고 세워진 심곡서원|중이 되어 산에 은둔한 천재 김시습|사육신과 함께 배향된 생육신 남효온|문화로 나라를 지킨 역관 가문의 후손, 오세창|한국 최초의 한문소설 '금오신화'를 쓴 김시습|호두와 비빔밥이 어우러진 천안 광덕산 호두산채비빔밥|과거의 영광을","현중화, 서예, 소암체",20211230
2080,"한국 추상미술의 대부, 유영국(劉永國)",생활문화,지역문화예술인,성씨와 인물,인물,미술,,"한국 모더니즘의 제1세대 작가이자 추상미술의 선구자다. ‘산’을 그린 화가로 유명하다. 1960년대 말부터 산을 모티브로 하는 비구상적 형태로서의 자연을 선, 면, 색채로 탐구했다. 강렬한 원색과 절제된 구성이 특징인 유영국의 추상화에는 절정과 달관의 경지에서 구축한 장대한 자연의 숭고미가 응축되어 있다.",,https://ncms.nculture.org/local-artist/story/4595,경상북도,울진군,경상북도 울진군 울진읍 말루길 118-21,36.98629241,129.4043059,20181116,김시습,"예전의 풍취가 그리워지는, 춘천 소양정|김홍도의 그림 속에 보이는 관동 제일의 명승지, 울진 망양정|바다를 바라보며 자신을 되돌아보는, 울진 망양정|정선의 그림에 보이는 한강변의 압구정|사화의 두려움을 이기고 세워진 심곡서원|중이 되어 산에 은둔한 천재 김시습|사육신과 함께 배향된 생육신 남효온|문화로 나라를 지킨 역관 가문의 후손, 오세창|한국 최초의 한문소설 '금오신화'를 쓴 김시습|호두와 비빔밥이 어우러진 천안 광덕산 호두산채비빔밥|과거의 영광을","유영국, 산",20211230
