DATA_MANAGE_NO,DATA_TITLE_NM,THEME_NM,LWPRT_THEME_NM,CL_NM,LWPRT_CL_NM,SBJT_NM,MIDDL_SBJT_NM,SUMRY_CN,MAIN_THUMB_URL,CNTNTS_URL,CTPRVN_NM,SIGNGU_NM,ADDR,CTLSTT_LA,CTLSTT_LO,REGIST_DE,RELATE_PRSN_NM,RELATE_STRY_NM,CORE_KWRD_CN,OPN_DE
7741,"이방운의 그림에 보이는, 청풍 한벽루",역사문화유산,누정,문화유산,건축유적,그림 속의 누정,,"한벽루(寒碧樓)는 충청북도 제천시 청풍면 청풍호로 2048(물태리)에 있는 조선시대의 누각이다. 보물 제528호로 지정되어 있다. 원래 청풍면 읍리에 있었지만, 충주댐 공사 이후에 마을이 수몰되자 1983년에 지금의 위치로 옮겨 세웠다. 원래 고려 1317년(충숙왕 4)에 청풍현 출신의 승려인 청공(淸恭)이 왕사(王師)가 되면서 청풍현을 군(郡)으로 승격시켰는데, 이를 기념하기 위해 청풍현 객사의 동쪽에 세웠다고 한다. 조선시대에 들어와 1397년(태조",,https://ncms.nculture.org/pavilion/story/2279,충청북도,제천시,충청북도 제천시 청풍면 청풍호로 2048,37.00406,128.171967,20181116,이방운,,"누정, 정자, 누각, 청공, 정수홍, 하륜, 권경, 청풍문화재단지, 익랑, 주열, 정선, 이방운, 최북, 이광사, 사군강산삼선수석, 금병산, 단구승유도",20211230
7742,"고려의 마지막 충신, 정몽주",역사문화유산,유교,문화유산,기타,서원 ·향교의 이해를 위한 유학 개괄,서원향교 배향인물,"고려 공양왕 때의 유학자로 호는 포은(圃隱)이며 목은 이색(李穡), 야은 길재(吉再) 등과 더불어 고려 유교를 대표하는 삼은(三隱)으로 불린다. 명나라의 철령위 요구에 전쟁을 주장하는 최영파와 외교적 방법으로 해결하자는 이성계파가 나뉘었을 때 정몽주는 이성계파와 의견을 함께했지만 위화도 회군 후 권력을 장악한 이성계를 왕으로 세우려 하자 고려왕조는 지켜야 한다는 신념으로 이성계파와 정적이 되었다. 그는 고려의 마지막 충신으로서, 대유학자로서 대쪽같은 선",https://minio.nculture.org/amsweb-opt/multimedia_assets/29/24038/6609/c/24038-thumb.jpg,https://ncms.nculture.org/confucianism/story/2592,,,,,,20181116,이방원,"정치적 격변 속에 아비를 잃은 노래꾼의 비극적 광기, 김처|함흥차사라는 말의 유래가 된 박순|새가 많이 모이는 마을, 의성군 새목골|태종에게 화살을 쏜 서울시 성수동의 살곶이벌|고려 충신이었으나 조선에서 추앙받은 포은 정몽주 선생묘","이성계, 공양왕, 포은, 이색, 정도전, 단심가",20211230
7743,"정치적 격변 속에 아비를 잃은 노래꾼의 비극적 광기, 김처",생활문화,지역문화예술인,종교와 문화,문화예술,문학,,"안축의 「관동별곡」을 잘 불렀다고 알려진 김처(金處)는 여말선초 인물인 김약항의 맏아들이다. 그는 표전문 문제로 인한 아버지의 죽음에 슬퍼하다가 정신이상을 보였는데, 종일 잠만 자다가 문득 깨면 춤을 추며 「관동별곡」을 불렀다고 한다. 비극으로 점철된 그의 삶은 조선과 명나라, 정도전과 태종 이방원, 그리고 세종과 양녕대군 사이의 첨예한 정치적 갈등에 휩쓸린 예술적 개인의 슬픈 운명을 보여준다.",,https://ncms.nculture.org/local-artist/story/689,광주광역시,서구,광주광역시 서구 치평동 1200,35.15977193,126.8515208,20181116,이방원,"고려의 마지막 충신, 정몽주|함흥차사라는 말의 유래가 된 박순|새가 많이 모이는 마을, 의성군 새목골|태종에게 화살을 쏜 서울시 성수동의 살곶이벌|고려 충신이었으나 조선에서 추앙받은 포은 정몽주 선생묘","김약항, 관동별곡, 윤귀",20211230
7744,함흥차사라는 말의 유래가 된 박순,생활문화,지역설화,"구비전승,어문학",어문학,충청도·대전·세종시 지역의 전설,,"태조 이성계는 왕자의 난을 보면서 넌덜머리를 내며 고향인 함흥으로 떠났다. 태종 이방원은 태조를 한양으로 모시고 오고 싶어 차사들을 보냈지만 태조는 오는 차사들을 모두 죽이고 돌아가지 않았다. 박순이 자진해서 차사가 되어 함흥에 가서 태조를 설득하였다. 태조는 박순에게 설득되어 돌아갈 결심을 하고, 박순을 돌려보냈지만 신하들의 반발이 거셌다. 결국 박순은 신하들에게 죽임을 당하게 되었고 이 소식을 들은 부인 장흥 임씨도 자결했다고 한다. 훗날 태조는 서",https://minio.nculture.org/amsweb-opt/multimedia_assets/15/29643/13242/c/지역설화_죽음으로-태조의-환궁을-설득한-함흥차사-박순-thumb.jpg,https://ncms.nculture.org/traditional-stories/story/36,충청북도,음성군,충청북도 음성군 대소면 대금로247번길 52-2,36.97668773,127.4721296,20181116,이방원,"고려의 마지막 충신, 정몽주|정치적 격변 속에 아비를 잃은 노래꾼의 비극적 광기, 김처|새가 많이 모이는 마을, 의성군 새목골|태종에게 화살을 쏜 서울시 성수동의 살곶이벌|고려 충신이었으나 조선에서 추앙받은 포은 정몽주 선생묘","태조, 태종, 함흥차사, 박순",20211230
7745,"새가 많이 모이는 마을, 의성군 새목골",생활문화,지명유래,"구비전승,어문학",지명유래,경상북도 지역의 지명유래,,가난한 농부 부부가 새로 정착할 터를 찾아다녔다. 경상북도 의성군 단촌면에 이르러 참새 떼 수천 마리가 모였다 흩어지는 모습을 보았다. 새가 많다는 것은 이곳이 살기 좋다는 의미라고 생각하여 물 좋은 곳에 살림을 풀었다. 이후 새가 많이 모이는 곳이라 하여 이 마을을 새목골이라고 불렀다.,https://minio.nculture.org/amsweb-opt/multimedia_assets/48/70822/64296/c/[역사사건]새가-많이-모이는-마을인-의성군-세촌리-새목골-thumb.jpg,https://ncms.nculture.org/origin-of-place-names/story/525,경상북도,의성군,경북 의성군 단촌면 신기길 32,36.4242905,128.6711844,20181116,이방원,"고려의 마지막 충신, 정몽주|정치적 격변 속에 아비를 잃은 노래꾼의 비극적 광기, 김처|함흥차사라는 말의 유래가 된 박순|태종에게 화살을 쏜 서울시 성수동의 살곶이벌|고려 충신이었으나 조선에서 추앙받은 포은 정몽주 선생묘","의성군, 세이천, 이방원, 정몽주, 오국화, 새목골, 참새떼, 향나무",20211230
7746,태종에게 화살을 쏜 서울시 성수동의 살곶이벌,생활문화,지명유래,"구비전승,어문학",지명유래,서울 지역의 지명유래,,"서울특별시 성동구 성수동과 광진구 화양동 일대를 ‘살곶이벌’, ‘전관평(箭串坪)’ 등으로 부른다. 일반인들에게는 ‘뚝섬’으로 알려져 있다. 뚝섬은 조선시대 군대를 사열하거나, 출병할 때, 이곳에 ‘둑기(纛旗)’를 세우고, ‘둑제(纛祭)’를 지낸 곳이기에 생긴 지명이다. 한편, ‘살곶이벌’은 조선시대 초기부터 전해지는 유래를 지닌 지명이다. 조선을 창건한 태조 이성계는 방석(芳碩)을 세조로 삼았다. 방원(芳園)은 일부 무신들과 모의해, 방석을 따르는 사람",https://minio.nculture.org/amsweb-opt/multimedia_assets/122/73339/71707/c/태종에게-화살을-쏜-서울시-성수동의-살곶이벌-thumb.jpg,https://ncms.nculture.org/origin-of-place-names/story/5273,서울특별시,성동구,서울특별시 성동구 아차산로 18,37.54718822,127.0473652,20181116,이방원,"고려의 마지막 충신, 정몽주|정치적 격변 속에 아비를 잃은 노래꾼의 비극적 광기, 김처|함흥차사라는 말의 유래가 된 박순|새가 많이 모이는 마을, 의성군 새목골|고려 충신이었으나 조선에서 추앙받은 포은 정몽주 선생묘","서울시, 성수동, 화양동, 살곶이벌, 전관평, 뚝섬, 이성계, 이방원, 설화, 전설, 지명유래",20211230
7747,고려 충신이었으나 조선에서 추앙받은 포은 정몽주 선생묘,역사문화유산,한국의 석조문화,문화유산,조각,생활/민속 석조문화,석물,"고려 말 문신이자 학자인 정몽주는 여말선초(麗末鮮初)의 격동기를 살았던 인물이다. 이성계가 의지하던 인물이었고, 정도전의 둘도 없는 정치적 동반자이자 친구였다. 하지만 정몽주는 고려를 버릴 수 없었기에 결국 이방원이 보낸 자객에 의해 선죽교에서 피살당했다. 정몽주 묘는 고향인 경상북도 영천으로 이장하려다가 이장 행렬이 용인시 수지면 풍덕천리에 이르렀을 때 명정(銘旌)이 날아가 현재 묘 자리에 떨어지자 그곳에 안장하였다고 한다. 왕위에 오른 태종 이방원은",https://minio.nculture.org/amsweb-opt/multimedia_assets/57/72441/65492/c/정몽주선생묘_문화재청_제1유형-thumb.jpg,https://ncms.nculture.org/stonecraft/story/5048,경기도,용인시,경기 용인시 처인구 모현읍 능곡로 45,37.33786158,127.1794396,20181116,이방원,"고려의 마지막 충신, 정몽주|정치적 격변 속에 아비를 잃은 노래꾼의 비극적 광기, 김처|함흥차사라는 말의 유래가 된 박순|새가 많이 모이는 마을, 의성군 새목골|태종에게 화살을 쏜 서울시 성수동의 살곶이벌","정몽주, 포은, 태종, 여말선초, 정몽주묘",20211230
7748,한성 교통의 요충지 서울 행당동 살곶이다리,역사문화유산,한국의 석조문화,문화유산,조각,생활/민속 석조문화,기타,"살곶이다리는 서울특별시 성동구 행당동과 사근동에 걸쳐 있는 돌다리로 중량천을 가로질러 놓여 있다. 살곶이다리라는 이름은 살곶이 앞에 있다 하여 붙여진 이름이고, 한자로는 전곶교(箭串橋) 라고 한다. 살곶이다리는 1967년 사적 제160호로 지정되었다가 2011년 보물 제1738호로 다시 지정하였다. 현재 살곶이다리에서 원형을 보존하고 있는 부분은 다리 양쪽의 가장자리부분이다.",,https://ncms.nculture.org/stonecraft/story/6914,서울특별시,성동구,서울 성동구 성수동1가 694-124,37.55322544,127.0464959,20181116,이방원(태종),,"살곶이다리, 돌다리, 경복궁, 흥선대원군, 중랑천, 행당동",20211230
7749,국내 유일의 수중성을 증명하는 전남 여수 방왜축제비,역사문화유산,한국의 기록문화,문화유산,기타,전라도 광주의 기록문화,금석자료,전라남도 여수시 군자동에는 방왜축제비(防倭築堤碑)라는 비석이 세워져 있다. ‘방왜축제’는 ‘왜적을 막기 위해 쌓은 둑’이라는 의미이다. 1497년 전라 좌수사 이량 장군이 왜적의 침입을 방비해 장군도와 돌산 사이의 바다에 돌을 던져 쌓아 둑을 만들었다. 이러한 내용이 방왜축제비에 새겨져 있으며 원래 장군도에 세워졌던 것이 현재는 여수시 군자동 진남관으로 옮겨졌다. 방왜축제는 물이 빠졌을 때 흔적을 확인할 수 있다.,https://minio.nculture.org/amsweb-opt/multimedia_assets/200/84303/83199/c/%EC%A0%84%EB%82%A8-%EC%97%AC%EC%88%98%EC%8B%9C_%EB%B0%A9%EC%99%9C%EC%B6%95%EC%A0%9C%EB%B9%84_%EB%A7%9D%ED%95%B4%EB%A3%A82020-11-06-08.14.28-thumb.jpg,https://ncms.nculture.org/archival/story/6013,전라남도,여수시,전라남도 여수시 군자동 472,34.74200138,127.7372208,20181116,이배원,,"방왜축제비, 장군도, 장군성, 수중성, 이량 장군, 진남관",20211230
7750,쌍산의병창의지 증동마을,국난극복,의병,지방의 역사,개항기(1876~1910),의병사적지 및 기념시설물,의병사적지,"증동마을은 1906년 양회일이 증동마을의 임노복 등을 찾아가 쌍산의소 결성을 논의하고 수개월간 준비한 곳으로 한말 의병의 대표적인 창의소이다. 증동마을의 쌍산의병 유적은 사적 제485호로 지정되어 있고, 현재 양화일 순의비, 호남창의소 터, 무기 제작소, 마을 뒤편의 의병 막사 터와 화약 원료인 유황 등을 보관했다는 유황굴 등이 남아있다.",,https://ncms.nculture.org/righteous-army/story/4047,전라남도,화순군,전라남도 화순군 이양면 증리,34.8792874,127.0700161,20181116,이백래,,"쌍산의병, 증동마을, 양회일, 임노복, 의병촌",20211230
