DATA_MANAGE_NO,DATA_TITLE_NM,THEME_NM,LWPRT_THEME_NM,CL_NM,LWPRT_CL_NM,SBJT_NM,MIDDL_SBJT_NM,SUMRY_CN,MAIN_THUMB_URL,CNTNTS_URL,CTPRVN_NM,SIGNGU_NM,ADDR,CTLSTT_LA,CTLSTT_LO,REGIST_DE,RELATE_PRSN_NM,RELATE_STRY_NM,CORE_KWRD_CN,OPN_DE
6193,사림의 정계 진출과 사화의 씨앗이 된 김종직,역사문화유산,유교,문화유산,기타,훼철되지 않은 서원,금오서원,"김종직과 그의 문인들은 낙동강을 중심으로 영남 사림을 형성하였고, 훈구파를 견제하려는 성종의 등용 정책으로 조정에 들어가 사림파를 형성하였다. 김종직은 포은 정몽주와 야은 길재로부터 시작되는 학통의 계보를 이어 후대에 전하는 역할을 하였고, 사림이 정계에 진출하는 계기를 마련한 것이다. 하지만 성리학적 이상 정치를 현실에 구현하려는 그들의 노력은 견제 없는 권력을 추구하려던 훈구파와 군주의 심기를 건드렸고, ‘김종직의 제자’라는 이유로 죽임을 당하거나",,https://ncms.nculture.org/confucianism/story/2635,경상북도,구미시,경상북도 구미시 선산읍 원리 276,36.227786,128.338577,20181116,연산군,"우리나라 최초의 한글소설이 탄생한, 상주 쾌재정|인간과 하늘이 교감하는 작은 우주, 경복궁 경회루|독립선언문을 낭독한, 서울 탑골공원 팔각정|김종직의 제자 소학동자 김굉필|주자학에서 북학파까지 조선시대 유학|일상생활의 도를 가르치고 실천한 정붕|사화를 피해 학통을 전수한 정붕|문장으로 도를 보인 김종직의 「조의제문」|무예와 의술이 뛰어났던 박영|김굉필과 생과 사를 함께 한 정여창|김굉필의 호에 담긴 의미와 삶|한 시대의 사림(士林)들이 겪은 화, 기묘사","점필재, 김종직, 조의제문, 김굉필, 정여창, 남효온, 성종",20211230
6194,사화를 피해 학통을 전수한 정붕,역사문화유산,유교,문화유산,기타,훼철되지 않은 서원,금오서원,"연산군 대에 일어난 무오사화와 갑자사화로 인해 김종직의 문인이었던 영남의 사림들이 큰 화를 입었다. 정붕의 부친인 정철견과 숙부인 정석견은 김종직의 문하에서 가르침을 받았고 김굉필, 정여창 등의 문하생들과 연을 맺고 있었기에 사화에서 벗어날 수 없었다. 하지만 정붕은 사화의 칼끝을 피해 명맥이 끊길뻔한 영남사림의 학통을 후대에 계승하였다.",,https://ncms.nculture.org/confucianism/story/2698,경상북도,구미시,경상북도 구미시 선산읍 원리 276,36.227786,128.338577,20181116,연산군,"우리나라 최초의 한글소설이 탄생한, 상주 쾌재정|인간과 하늘이 교감하는 작은 우주, 경복궁 경회루|독립선언문을 낭독한, 서울 탑골공원 팔각정|김종직의 제자 소학동자 김굉필|주자학에서 북학파까지 조선시대 유학|일상생활의 도를 가르치고 실천한 정붕|사림의 정계 진출과 사화의 씨앗이 된 김종직|문장으로 도를 보인 김종직의 「조의제문」|무예와 의술이 뛰어났던 박영|김굉필과 생과 사를 함께 한 정여창|김굉필의 호에 담긴 의미와 삶|한 시대의 사림(士林)들이 겪은","정붕, 정철견, 정석견, 가학, 남효온, 무오사화, 갑자사화",20211230
6195,문장으로 도를 보인 김종직의 「조의제문」,역사문화유산,유교,문화유산,기타,훼철되지 않은 서원,금오서원,"김종직은 세조 재위기에 문과에 급제해 관직에 오른 후 성종 대에 이르기까지 두루 관직을 역임하고 생을 마감하였다. 하지만 사후 40여 년이 지난 연산군 대에 그의 제자가 사초에 올린 「조의제문」이 문제가 되어 부관참시를 당하였고, 제자들은 관직을 삭탈 당하고 죽임을 당하거나 유배되었다. 세조의 왕위찬탈을 비난하는 「조의제문」을 쓰고도 은둔을 택하지 않고 세조의 신하가 된 김종직을 두고 출사의 의리나 군신의 의리를 의심하는 말들도 많았지만, 「조의제문」으",,https://ncms.nculture.org/confucianism/story/2701,경상북도,구미시,경상북도 구미시 선산읍 원리 276,36.227695,128.338833,20181116,연산군,"우리나라 최초의 한글소설이 탄생한, 상주 쾌재정|인간과 하늘이 교감하는 작은 우주, 경복궁 경회루|독립선언문을 낭독한, 서울 탑골공원 팔각정|김종직의 제자 소학동자 김굉필|주자학에서 북학파까지 조선시대 유학|일상생활의 도를 가르치고 실천한 정붕|사림의 정계 진출과 사화의 씨앗이 된 김종직|사화를 피해 학통을 전수한 정붕|무예와 의술이 뛰어났던 박영|김굉필과 생과 사를 함께 한 정여창|김굉필의 호에 담긴 의미와 삶|한 시대의 사림(士林)들이 겪은 화, 기","김종직, 조의제문, 세조, 성종, 김일손, 단종, 연산군",20211230
6196,무예와 의술이 뛰어났던 박영,역사문화유산,유교,문화유산,기타,훼철되지 않은 서원,금오서원,송당 박영은 무인이었다가 문인이 된 무신이자 학자로 정붕의 문하에서 성리학을 공부하여 후에 ‘송당학파’를 이루며 영남 사림의 학맥을 이어간 인물이다. 무인 가문에서 자란 박영은 무과에 급제해 왕을 호위하는 선전관이 되었다. 무인이었지만 행동의 명분과 역사적 평가를 고민하였던 박영은 학문으로 군자가 되는 길을 택한 후 고향에 낙향해 정붕의 문하에서 학문을 익혔다.,https://minio.nculture.org/amsweb-opt/multimedia_assets/163/23126/9948/c/23126-thumb.jpg,https://ncms.nculture.org/confucianism/story/2703,경상북도,구미시,경상북도 구미시 선산읍 원리 276,36.227786,128.338577,20181116,연산군,"우리나라 최초의 한글소설이 탄생한, 상주 쾌재정|인간과 하늘이 교감하는 작은 우주, 경복궁 경회루|독립선언문을 낭독한, 서울 탑골공원 팔각정|김종직의 제자 소학동자 김굉필|주자학에서 북학파까지 조선시대 유학|일상생활의 도를 가르치고 실천한 정붕|사림의 정계 진출과 사화의 씨앗이 된 김종직|사화를 피해 학통을 전수한 정붕|문장으로 도를 보인 김종직의 「조의제문」|김굉필과 생과 사를 함께 한 정여창|김굉필의 호에 담긴 의미와 삶|한 시대의 사림(士林)들이","송당, 박영, 정붕, 선전관, 군자, 무과",20211230
6197,김굉필과 생과 사를 함께 한 정여창,역사문화유산,유교,문화유산,기타,훼철되지 않은 서원,남계서원,"정여창은 김종직의 문하에서 수학한 수제자로, 김굉필과 함께 동방 5현에 속하는 도통의 계승자이다. 정여창은 김굉필보다 4살 많았지만, 김종직의 문하에서 함께 수학하면서 친구가 되었다. 둘 다 40세가 넘어 천거를 받아 관직에 오르지만 얼마 되지 않아 무오사화가 일어나면서 김종직의 제자라는 이유로 유배를 가게 된다. 6년 후에 또다시 일어난 갑자사화로 정여창은 부관참시를, 김굉필은 참형을 받게 된다. 김굉필과 비슷한 삶의 여정을 살았던 정여창은 역시 김굉",,https://ncms.nculture.org/confucianism/story/2622,경상남도,함양군,경상남도 함양군 수동면 원평리 586-1,35.549004,127.783661,20181116,연산군,"우리나라 최초의 한글소설이 탄생한, 상주 쾌재정|인간과 하늘이 교감하는 작은 우주, 경복궁 경회루|독립선언문을 낭독한, 서울 탑골공원 팔각정|김종직의 제자 소학동자 김굉필|주자학에서 북학파까지 조선시대 유학|일상생활의 도를 가르치고 실천한 정붕|사림의 정계 진출과 사화의 씨앗이 된 김종직|사화를 피해 학통을 전수한 정붕|문장으로 도를 보인 김종직의 「조의제문」|무예와 의술이 뛰어났던 박영|김굉필의 호에 담긴 의미와 삶|한 시대의 사림(士林)들이 겪은 화","일도, 정여창, 무오사화, 갑자사화, 김종직, 도학",20211230
6198,김굉필의 호에 담긴 의미와 삶,역사문화유산,유교,문화유산,기타,훼철되지 않은 서원,도동서원,"김굉필은 ‘한훤당’과 ‘사옹’이라는 호를 사용하였다. 그의 호에는 자연의 이치를 깨닫고 천명을 받아들이며 인(仁)을 두터이 하며 살고자 했던 그의 철학이 담겨 있다. 생원시에 합격해 성균관에 입학했지만, 벼슬에 뜻을 두지 않고 처가의 고향에 은거하며 학문을 닦고 후학을 가르치던 김굉필은 연산군 재위기에 산림처사로 천거되어 관직에 오른다. 하지만 채 2년이 되기 전에 무오사화에 연루되어 유배를 갔고 5년 후에 갑자사화로 죽임을 당한다. 이 모든 것을 대하",,https://ncms.nculture.org/confucianism/story/2489,대구광역시,달성군,대구광역시 달성군 구지면 도동리 35,35.701101,128.3718,20181116,연산군,"우리나라 최초의 한글소설이 탄생한, 상주 쾌재정|인간과 하늘이 교감하는 작은 우주, 경복궁 경회루|독립선언문을 낭독한, 서울 탑골공원 팔각정|김종직의 제자 소학동자 김굉필|주자학에서 북학파까지 조선시대 유학|일상생활의 도를 가르치고 실천한 정붕|사림의 정계 진출과 사화의 씨앗이 된 김종직|사화를 피해 학통을 전수한 정붕|문장으로 도를 보인 김종직의 「조의제문」|무예와 의술이 뛰어났던 박영|김굉필과 생과 사를 함께 한 정여창|한 시대의 사림(士林)들이 겪","한훤당, 김굉필, 사옹, 무오사화, 갑자사화, 남효온, 산림처사, 처사",20211230
6199,"한 시대의 사림(士林)들이 겪은 화, 기묘사화",역사문화유산,유교,문화유산,기타,훼철되지 않은 서원,심곡서원,"기묘사화는 조선의 사화 중에서 선비들에게 가장 큰 영향을 미친 사화이다. 기묘사화 이후 유학을 공부하는 선비들은 인간의 도리와 의리, 실천을 강조하는 성리학의 가르침을 멀리하고 심지어 두려워하기까지 하였다. 기묘사화로 올곧은 선비들이 죽임을 당하는 것을 보면서 유학을 공부하는 선비들뿐 아니라 일반 백성들도 성리학의 가르침과 실천을 경시하거나 도외시하였다. 조광조의 신원회복과 서원 건립을 통해 조선의 선비들이 바로 세우고자 했던 것은 조광조가 상징하는 유",https://minio.nculture.org/amsweb-opt/multimedia_assets/198/23616/6387/c/23616-thumb.jpg,https://ncms.nculture.org/confucianism/story/2629,경기도,용인시,경기도 용인시 수지구 상현동 심곡로 16-9,37.305673,127.076588,20181116,연산군,"우리나라 최초의 한글소설이 탄생한, 상주 쾌재정|인간과 하늘이 교감하는 작은 우주, 경복궁 경회루|독립선언문을 낭독한, 서울 탑골공원 팔각정|김종직의 제자 소학동자 김굉필|주자학에서 북학파까지 조선시대 유학|일상생활의 도를 가르치고 실천한 정붕|사림의 정계 진출과 사화의 씨앗이 된 김종직|사화를 피해 학통을 전수한 정붕|문장으로 도를 보인 김종직의 「조의제문」|무예와 의술이 뛰어났던 박영|김굉필과 생과 사를 함께 한 정여창|김굉필의 호에 담긴 의미와 삶","기묘사화, 기묘사임, 도학, 조광조, 사화, 선비",20211230
6200,사육신과 함께 배향된 생육신 남효온,역사문화유산,유교,문화유산,기타,훼철되지 않은 서원,창절서원,"창절서원에는 사육신과 생육신이 함께 배향되어 있다. 사육신이 죽음으로 단종에 대한 절의를 다했다면, 생육신은 살아서 단종에 대한 절의를 지켰다. 특히 남효온은 폐위된 단종의 생모를 복위시켜야 한다는 상소를 올리고, 사육신을 소개하는 『육신전』을 저술하는 등 위험을 무릅쓰고 무너진 도의를 바로 세우고자 하였기에 생육신이 되었다.",https://minio.nculture.org/amsweb-opt/multimedia_assets/187/23375/6246/c/23375-thumb.jpg,https://ncms.nculture.org/confucianism/story/2576,강원특별자치도,영월군,강원도 영월군 영월읍 영흥리 1063-1,37.18758,128.465404,20181116,연산군,"우리나라 최초의 한글소설이 탄생한, 상주 쾌재정|인간과 하늘이 교감하는 작은 우주, 경복궁 경회루|독립선언문을 낭독한, 서울 탑골공원 팔각정|김종직의 제자 소학동자 김굉필|주자학에서 북학파까지 조선시대 유학|일상생활의 도를 가르치고 실천한 정붕|사림의 정계 진출과 사화의 씨앗이 된 김종직|사화를 피해 학통을 전수한 정붕|문장으로 도를 보인 김종직의 「조의제문」|무예와 의술이 뛰어났던 박영|김굉필과 생과 사를 함께 한 정여창|김굉필의 호에 담긴 의미와 삶","남효온, 소릉복위, 육신전, 생육신, 부관참시, 갑자사화, 절의",20211230
6201,사화의 화근이라 불린 조선 선비들의 필독서 『소학』,역사문화유산,유교,문화유산,기타,훼철되지 않은 서원,총론,"『소학』은 『대학』과 함께 유교의 필독서이다. 8, 9세의 아동들이 읽는 기초서적이지만 오륜을 바탕으로 가정과 공동체에서의 몸가짐과 마음가짐을 가르치고 있기 때문에 주자와 공자는 『소학』을 학문의 시작으로 삼았다. 『소학』으로 인간의 도리와 의리를 깨달은 선비들은 왕실과 조정, 백성들이 행하는 고금의 잘못을 지적하고 바로잡고자 하였다. 그 과정에서 훈구파와 왕권의 견제를 받아 사화에 희생양이 되곤 하였다. 사화로 꺼질 것 같던 『소학』의 불꽃은 후대 유",,https://ncms.nculture.org/confucianism/story/2688,,,,,,20181116,연산군,"우리나라 최초의 한글소설이 탄생한, 상주 쾌재정|인간과 하늘이 교감하는 작은 우주, 경복궁 경회루|독립선언문을 낭독한, 서울 탑골공원 팔각정|김종직의 제자 소학동자 김굉필|주자학에서 북학파까지 조선시대 유학|일상생활의 도를 가르치고 실천한 정붕|사림의 정계 진출과 사화의 씨앗이 된 김종직|사화를 피해 학통을 전수한 정붕|문장으로 도를 보인 김종직의 「조의제문」|무예와 의술이 뛰어났던 박영|김굉필과 생과 사를 함께 한 정여창|김굉필의 호에 담긴 의미와 삶","소학, 대학, 윤리, 쇄소응대, 수기치인, 효와 경, 소학당, 소학의 무리, 난역의 책",20211230
6202,"외국인도 좋아했던 최고의 진미, 신선로",역사문화유산,근대문화유산,생활과 민속,생활,근대 신문으로 보는 음식,전통 음식과 식재료의 변화,"신선로는 조선시대 중국에서 전해진 음식으로, 가운데 숯을 넣고 숯을 둘러싼 그릇에 육수와 고기, 채소 등을 넣고 끓여 먹는 음식이다. 쇠고기, 표고버섯, 전복, 해삼 등 좋은 재료를 많이 넣었기 때문에 일본인, 서양인 모두 좋아하는 음식이었다. 해방 후에도 신선로는 가정이나 음식점의 중요한 메뉴였지만 숯을 부엌에서 조리용으로 쓰지 않게되면서 가정에서 신선로는 사라졌다. 오늘날의 신선로는 한정식 메뉴로 남게 되었다.",https://minio.nculture.org/amsweb-opt/multimedia_assets/118/25466/7329/c/25466-thumb.jpg,https://ncms.nculture.org/legacy/story/2782,서울특별시,종로구,서울특별시 종로구 창덕궁 5길 16 (원서동) 궁중음식연구원,37.583595,126.989267,20181116,연산군,"우리나라 최초의 한글소설이 탄생한, 상주 쾌재정|인간과 하늘이 교감하는 작은 우주, 경복궁 경회루|독립선언문을 낭독한, 서울 탑골공원 팔각정|김종직의 제자 소학동자 김굉필|주자학에서 북학파까지 조선시대 유학|일상생활의 도를 가르치고 실천한 정붕|사림의 정계 진출과 사화의 씨앗이 된 김종직|사화를 피해 학통을 전수한 정붕|문장으로 도를 보인 김종직의 「조의제문」|무예와 의술이 뛰어났던 박영|김굉필과 생과 사를 함께 한 정여창|김굉필의 호에 담긴 의미와 삶","궁중음식, 한정식 메뉴, 숯",20211230
