DATA_MANAGE_NO,DATA_TITLE_NM,THEME_NM,LWPRT_THEME_NM,CL_NM,LWPRT_CL_NM,SBJT_NM,MIDDL_SBJT_NM,SUMRY_CN,MAIN_THUMB_URL,CNTNTS_URL,CTPRVN_NM,SIGNGU_NM,ADDR,CTLSTT_LA,CTLSTT_LO,REGIST_DE,RELATE_PRSN_NM,RELATE_STRY_NM,CORE_KWRD_CN,OPN_DE
1,"여성에게 열린 배움의 빛, 서울 이화여자고등학교 심슨기념관",역사문화유산,근대문화유산,문화유산,건축유적,공간으로 읽는 근대문화 역사유산,"근대, 한반도에 발을 딛다","이화여자고등학교 심슨기념관은 1915년 지어졌다. 이화학당의 교세가 커지고 학생이 늘면서 교실이 부족했기 때문이다. 심슨기념관은 붉은색 벽돌 외벽에 규칙적인 아치형 창문들, 창문 위에 박은 화강석 키 스톤이 깔끔하고 산뜻한 분위기를 준다. 심슨기념관은 조선의 여성들에게 최초로 배움의 빛을 열어주었던 이화학당의 사명을 100년 넘게 이어 온 한국 여성 교육의 산실 가운데 하나다.",https://minio.nculture.org/amsweb-opt/multimedia_assets/201/13322/1722/c/13322-thumb.jpg,https://ncms.nculture.org/legacy/story/2741,서울특별시,중구,서울특별시 중구 정동길 26,37.565825,126.971318,20181116,3.1운동,,"이화학당, 심슨기념관, 하란사",20211230
2,17만여명의 포로가 수용되었던 거제포로수용소,국난극복,6·25전쟁,지방의 역사,현대,6·25전쟁 피난길,피난민 마을,"거제도포로수용소는 1951년 2월 지금의 거제시 수양동과 고현동을 중심으로 거제도 일대에 설치되어 6·25전쟁 당시 조선인민군과 중공군 포로들을 수용, 1953년 7월까지 운영되었다. 거제군은 현재 거제대교로 육지와 연결되었으며, 거제포로수용소는 1983년 12월 20일 문화재 자료 제99호로 지정되었다.",https://minio.nculture.org/amsweb-opt/pdfs/195/27353/27353_thumbnail.jpg,https://ncms.nculture.org/korean-war/story/4357,경상남도,거제시,경상남도 거제시 고현동 362,34.875832,128.624266,20181116,F.T.돗드,,"포로수용소, 흥남철수, 제네바 협약, 유적공원",20211230
3,"‘그리스도를 위한 나그네’의 쉼터, 삼척 성내동성당",역사문화유산,근대문화유산,문화유산,건축유적,공간으로 읽는 근대문화 역사유산,삶을 보듬은 종교 시설,강원도 삼척시 성내동 성당은 성 골롬반 외방 선교회 소속 선교사들이 세운 성당이다. 1949년 본당으로 승격한 성내동 성당은 첫 주임신부가 인민군에 의해 순교하는 아픔을 겪었다. 현재의 성당은 1957년 지어졌다. 당시 춘천 교구장이었던 선교회 소속 주교가 보내온 설계도에 따라 중국인 기술자가 시공을 맡았다. 라틴십자가 평면으로 지어진 성당은 언덕에 자리 잡아 삼척 시가지 어느 곳에서나 보인다. 1950년대 지방 건축 기술을 잘 보여주는 성당으로 평가되,https://minio.nculture.org/amsweb-opt/multimedia_assets/150/12717/1417/c/12717-thumb.jpg,https://ncms.nculture.org/legacy/story/2756,강원특별자치도,삼척시,강원도 삼척시 성당길 34-84,37.443943,129.161725,20181116,가 요셉,"“싸움 중에 있는 저희를 보호하소서.”, 원주 원동성당","삼척 성내동성당, 성 골롬반 외방 선교회, 진야고보신부, 삼척 성 요셉의원, 등록문화재 제141호",20211230
4,"“싸움 중에 있는 저희를 보호하소서.”, 원주 원동성당",역사문화유산,근대문화유산,문화유산,건축유적,공간으로 읽는 근대문화 역사유산,삶을 보듬은 종교 시설,"강원도 원주시 원동성당은 1896년 원주 본당으로 시작한 유서 깊은 성당이다. 원동성당은 1913년 고딕 성당을 지었으나 한국전쟁 초기에 폭격으로 무너져 버렸다. 현재의 성당은 1954년 로마네스크 양식으로 지어졌다. 가로 폭과 세로의 길이가 1:3.6이나 되는 긴 건축물로서, 전면에 4층 높이의 돔 형 지붕을 가진 종탑이 돋보인다. 1957년 성당 분리 때 원주성당이라는 명칭을 넘겨주고 원동성당으로 이름이 바뀌었으며, 1965년 원주교구가 독립하면서",https://minio.nculture.org/amsweb-opt/pdfs/23/27455/27455_thumbnail.jpg,https://ncms.nculture.org/legacy/story/2976,강원특별자치도,원주시,강원도 원주시 원일로 27,37.345551,127.95274,20181116,가 요셉,"‘그리스도를 위한 나그네’의 쉼터, 삼척 성내동성당","원주 원동 성당, 지학순 주교, 주교좌 성당, 원주선언, 등록문화재 제139호",20211230
5,"전주 최대 우동집에서 ‘웨딩거리’의 상가로, 전주 중앙동 구 박다옥(博多屋)",역사문화유산,근대문화유산,문화유산,건축유적,공간으로 읽는 근대문화 역사유산,보통사람들의 자취,"전주 중앙동 박다옥은 1929년 일식집으로 문을 열었다. 당시 중앙동은 전주 최대의 번화가이자, 일본인 상권이 장악한 지역이었다. 3층으로 지어진 박다옥은 콘트리트 블록 구조에, 정면 상부에 박공벽 모양의 장식을 갖춘 근대 건축이다. 박다옥은 1940년 남선전기로 넘어갔다. 해방 후에는 여러 금융기관의 점포이자 상가 건물로 변했다. 2층 다방은 1960년대 전주의 문화예술인들이 즐겨 찾던 명소였다. 전주의 상권이 변하면서 박다옥 건물은 웨딩거리의 상가가",https://minio.nculture.org/amsweb-opt/multimedia_assets/93/14612/20054/c/14612-thumb.jpg,https://ncms.nculture.org/legacy/story/2794,전라북도,전주시,전라북도 전주시 완산구 전라감영3길 14,35.816595,127.143259,20181116,가네우치 토시요시,,"박다옥, 전주 중앙동, 등록문화재 제173호",20211230
6,"임진왜란 시기, 조선을 지켜낸 왜성",역사문화유산,성과옛도로,자연과 지리,향토지,성과 성곽,성곽의 개념과 변천,"임진왜란 7년 전쟁 동안 왜군은 조선 남부 해안선 일대에 전략적 거점으로 왜성을 축성하였다. 특히 왜군은 전면적으로 후퇴하여 남해안을 따라 왜성을 짓기 시작하여 장기전에 돌입하였다. 당시 도산성이라 불린 울산 왜성을 지은 지휘관은 청적(淸敵)이라 불린 가등청정이었다. 당시 왜군 지휘관 가등청정은 서생포왜성, 흑전장정은 기장왜성, 소서행장은 순천왜성을 건축하였다. 현재 한국에 남아 있는 왜성은 20곳 이상이며 경상남도의 해안가에 집중적으로 분포되어 있고",,https://ncms.nculture.org/castle-road/story/2110,전라남도,순천시,전라남도 순천시 해룡면 신성리 산1,34.907037,127.582076,20181116,가등청정,,"왜성, 남해안, 가등청정, 울산 왜성, 서생포왜성, 흑전장정, 기장왜성, 소서행장, 순천왜성, 순천성",20211230
7,이승차사에서 저승차사 된 강림도령,생활문화,지역설화,"구비전승,어문학",어문학,제주도 지역의 전설,,"강림도령에 관한 이야기는 제주 지역에서 전해오는 다양한 본풀이 중 일반신본풀이에 속하며, ‘차사본풀이’란 이름으로 전해지고 있다.차사본풀이는‘시왕맞이’에서 구연이 되며,이승의 강림도령이 저승차사가 된 내력을 설명하고 있다.우리나라에선 흔하지 않은 저승신화이다. 설화의 전승 주체들은 이승과 저승을 오갈 수 있는 강림도령을 통해 죽은 망자가 저승으로 잘 인도하고,그 곳에 가서도 잘살 수 있기를 바란다.",,https://ncms.nculture.org/traditional-stories/story/550,제주특별자치도,제주시,제주 제주시 중앙로 2 해변공연장 2층,33.51814802,126.5239537,20181116,가림도령,,"일반신본풀이, 차사본풀이, 강림도령, 시왕맞이, 삼형제, 염라대왕, 저승신화, 저승차사",20211230
8,"‘그리스도를 위한 나그네’의 쉼터, 삼척 성내동성당",역사문화유산,근대문화유산,문화유산,건축유적,공간으로 읽는 근대문화 역사유산,삶을 보듬은 종교 시설,강원도 삼척시 성내동 성당은 성 골롬반 외방 선교회 소속 선교사들이 세운 성당이다. 1949년 본당으로 승격한 성내동 성당은 첫 주임신부가 인민군에 의해 순교하는 아픔을 겪었다. 현재의 성당은 1957년 지어졌다. 당시 춘천 교구장이었던 선교회 소속 주교가 보내온 설계도에 따라 중국인 기술자가 시공을 맡았다. 라틴십자가 평면으로 지어진 성당은 언덕에 자리 잡아 삼척 시가지 어느 곳에서나 보인다. 1950년대 지방 건축 기술을 잘 보여주는 성당으로 평가되,https://minio.nculture.org/amsweb-opt/multimedia_assets/150/12717/1417/c/12717-thumb.jpg,https://ncms.nculture.org/legacy/story/2756,강원특별자치도,삼척시,강원도 삼척시 성당길 34-84,37.443943,129.161725,20181116,가비노,,"삼척 성내동성당, 성 골롬반 외방 선교회, 진야고보신부, 삼척 성 요셉의원, 등록문화재 제141호",20211230
9,남원 실상사 약수암 목각탱화(보물 제421호),산업,목공예,문화유산,공예,의례용 목공예,불교,"전라북도 남원에 위치한 실상사에는 약수암 목각 탱화가 있는데, 한 장의 통나무 판을 이용해 고부조로 조각한 드문 예이다. 원만한 불상들의 모습, 단순한 배치구조, 정교한 세부구조가 눈에 띄는 이 탱화는 제작연대가 1782년(정조 6)으로 확실하여 조선 후기 목각 탱화의 중요한 기준으로 평가받고 있다.&nbsp;",https://minio.nculture.org/amsweb-opt/multimedia_assets/3/14983/21479/c/14983-thumb.jpg,https://ncms.nculture.org/woodcraft/story/3569,전라북도,남원시,전라북도 남원시 산내면 입석리 산50,35.416727,127.635127,20181116,가섭,,"목공예, 불교, 목각탱화, 목조탱화, 아미타여래설법상",20211230
10,약혼자 가실과의 약속을 지킨 설 처녀,생활문화,지역설화,"구비전승,어문학",어문학,전라도·광주 지역의 전설,,"전라남도 완도군에 전해지는 설 처녀 설화는 김부식이 편찬한 『삼국사기(三國史記)』(1145)의 열전 설씨조에 실린 이야기와 매우 유사한 형태지만, 완도의 지역적 특성에 맞춰 변이된 양상을 보인다. 설처녀 설화는 약혼자 가실과의 신의를 굳게 지킨 여인의 이야기이며, 남녀 간의 혼인 약속을 중심으로 효(孝)와 열(烈)을 이야기하지만 그 중에서도 신의(信義)의 덕목을 가장 중요하게 보여주는 이야기이다.",https://minio.nculture.org/amsweb-opt/multimedia_assets/192/29908/15597/c/지역설화_약혼자-가실과의-약속을-지킨-설-처녀-thumb.jpg,https://ncms.nculture.org/traditional-stories/story/152,전라남도,완도군,전남 완도군 완도읍 가용리 1055-3,34.32281948,126.7437902,20181116,가실,,"완도군, 청해진, 장보고 장군, 설 처녀, 가실, 반쪽자리 거울, 신의",20211230
